current_speed,current_delay,distance_remaining,historical_delay,previous_station_delay,section_average_speed,weather_factor,congestion_factor,signal_halt_minutes,eta_minutes
70.865,11.852,140.845,0.0,2.403,55.942,1.35,1.08,1.095,231.575
29.825,0.0,108.069,12.098,8.046,69.843,1.35,0.85,0.268,256.203
99.64,11.872,89.405,7.43,7.313,65.402,1.08,1.0,2.278,100.908
96.812,28.138,3.805,11.487,11.999,51.687,1.0,0.85,9.278,36.009
65.972,16.957,99.274,18.042,8.517,79.91,1.0,0.85,1.709,94.073
102.353,7.576,40.618,4.362,8.735,47.461,1.08,1.35,2.572,91.059
110.557,3.454,100.166,19.719,0.0,62.656,1.0,1.0,2.57,105.665
104.295,21.492,71.923,0.0,0.0,58.27,1.0,1.18,5.118,108.145
103.871,13.618,134.98,0.0,0.035,67.543,1.0,1.0,1.045,129.779
35.889,5.301,93.022,1.301,2.404,42.194,1.18,1.08,4.581,208.755
22.844,10.392,59.437,0.0,12.878,51.694,1.0,1.18,4.098,200.962
21.036,14.088,84.837,11.801,0.0,61.377,1.0,1.0,0.339,252.709
29.777,22.736,110.207,0.0,16.301,58.073,1.0,1.08,4.686,263.626
38.727,16.0,90.76,15.351,4.616,92.177,1.0,1.0,1.496,158.337
74.759,26.384,116.573,0.0,9.171,58.527,1.18,1.0,1.551,166.981
23.716,0.0,14.363,18.912,11.081,81.91,1.08,1.0,2.552,46.377
72.863,0.0,110.993,14.674,0.0,60.356,1.55,1.0,3.704,179.465
22.782,17.877,3.85,12.578,8.251,43.109,1.08,1.0,3.189,31.964
105.716,31.273,162.713,5.778,8.143,63.977,1.18,1.0,1.242,207.336
51.286,6.712,146.622,6.39,8.638,79.829,1.0,1.0,5.57,187.272
91.538,0.0,173.919,11.511,10.281,97.707,1.0,1.08,4.453,134.194
89.432,6.695,48.959,6.047,7.39,54.679,1.0,1.18,0.748,70.555
39.56,9.511,174.974,7.481,7.341,45.071,1.0,1.0,6.473,281.902
70.126,20.915,137.367,3.666,11.109,95.8,1.0,1.0,3.826,138.034
54.546,0.0,156.479,5.824,6.84,103.379,1.0,1.0,4.142,180.599
33.993,0.0,134.615,8.005,17.692,96.953,1.0,0.85,1.08,206.699
45.23,2.808,16.964,8.908,0.0,100.25,1.0,1.0,2.464,30.607
89.54,16.34,54.333,0.0,9.625,67.468,1.0,1.0,0.0,62.65
81.403,10.547,41.085,7.707,4.775,102.333,1.0,1.0,3.308,41.122
57.231,0.0,132.639,11.596,1.743,46.585,1.0,1.18,1.636,208.525
76.65,0.0,18.775,6.747,0.0,87.702,1.35,1.0,2.773,26.007
37.798,11.481,27.246,16.047,5.544,98.491,1.0,1.0,2.424,58.308
84.524,20.988,107.733,4.987,0.487,95.451,1.0,1.18,2.802,104.934
99.359,0.0,31.78,9.15,7.122,74.142,1.0,1.08,0.0,32.57
114.03,6.913,88.596,7.996,0.0,56.727,1.35,1.18,5.447,167.349
76.596,0.0,124.07,6.777,3.783,47.329,1.55,1.18,2.024,296.381
67.294,17.305,133.9,5.739,4.861,55.884,1.35,1.08,1.137,231.382
84.486,3.59,81.97,16.454,3.099,98.449,1.0,1.08,4.251,72.765
59.643,19.715,57.06,9.476,0.431,104.606,1.0,1.0,5.023,80.759
47.399,4.476,90.809,3.467,0.0,103.016,1.0,1.35,0.534,160.669
48.846,10.878,144.362,7.226,3.343,58.737,1.0,1.0,5.387,189.75
20.061,14.229,64.339,3.714,16.618,56.343,1.08,1.18,3.204,234.479
45.714,4.472,37.017,5.325,6.321,104.734,1.0,1.18,5.123,68.236
111.856,0.05,48.504,4.784,9.902,46.379,1.0,1.08,1.309,74.996
84.916,0.024,26.153,4.735,11.664,52.968,1.08,1.0,3.957,37.331
61.505,22.358,80.658,0.0,17.931,49.01,1.08,1.0,0.435,127.614
58.975,18.082,101.486,4.793,5.305,41.799,1.0,1.0,0.0,159.067
71.611,7.6,54.215,7.268,0.0,76.762,1.0,0.85,3.935,45.589
63.721,14.971,11.735,0.0,3.64,43.533,1.0,1.0,3.362,30.206
90.345,11.091,133.607,12.122,6.329,83.837,1.0,1.08,1.016,116.159
84.19,0.0,55.559,29.325,11.906,95.397,1.08,1.0,2.603,56.273
31.498,8.003,38.364,0.0,6.863,46.296,1.0,0.85,3.965,74.304
113.356,0.0,151.826,2.701,0.03,93.318,1.0,1.0,0.0,97.357
97.762,3.173,32.398,6.473,0.0,82.735,1.0,1.0,0.0,22.864
66.832,6.461,71.632,3.392,0.0,83.4,1.0,1.0,3.654,72.721
48.762,7.416,160.993,5.277,3.789,81.932,1.35,1.35,0.0,374.033
46.306,15.299,65.679,0.0,0.0,103.814,1.0,0.85,5.151,86.957
88.325,0.267,129.302,8.477,0.282,62.054,1.08,1.0,0.0,139.832
81.288,0.909,85.972,0.0,14.31,64.474,1.0,1.0,0.825,82.585
53.069,30.271,73.872,22.02,8.267,80.136,1.0,0.85,6.381,106.339
65.259,13.842,176.676,0.0,6.081,89.394,1.0,1.18,7.382,211.498
26.115,0.0,22.376,8.778,3.084,79.774,1.08,1.08,5.271,65.337
50.51,21.028,69.218,6.27,6.422,85.417,1.0,1.0,4.095,103.482
97.315,13.67,36.229,0.0,0.831,92.564,1.08,1.0,4.214,36.074
54.158,13.759,99.291,9.238,3.344,66.522,1.08,1.0,0.0,132.274
65.005,0.0,112.089,2.935,3.822,62.887,1.0,1.0,1.899,110.697
27.424,13.342,55.084,10.91,0.678,90.855,1.0,1.35,1.676,179.921
86.811,4.43,157.122,10.091,4.529,44.417,1.0,1.18,5.036,262.052
57.926,16.655,126.158,12.793,9.071,43.682,1.0,1.0,1.647,190.446
92.65,17.004,99.382,5.162,0.0,49.054,1.08,1.18,2.757,173.041
110.06,8.262,127.15,4.864,19.578,98.781,1.0,1.08,1.941,98.865
109.927,14.141,9.43,16.286,6.584,57.583,1.08,1.0,1.089,29.566
112.289,10.7,11.853,0.0,0.0,41.394,1.08,1.08,1.65,29.689
92.74,6.94,78.49,3.096,6.45,85.204,1.0,1.18,4.774,78.122
38.396,9.501,12.31,17.595,6.426,68.374,1.35,1.18,6.292,47.024
21.415,0.0,146.647,10.691,6.446,86.789,1.0,0.85,0.468,355.174
43.203,2.936,109.89,7.545,9.033,59.007,1.0,1.0,3.275,161.074
106.935,0.0,128.938,19.993,1.242,54.319,1.0,1.08,0.869,159.04
86.288,20.675,11.612,0.0,1.496,72.724,1.0,1.0,1.265,26.521
90.481,6.91,68.285,8.793,1.964,53.7,1.55,1.08,1.157,138.56
30.853,6.279,8.009,14.756,6.175,72.429,1.0,1.08,1.762,24.001
56.543,8.581,38.62,10.403,10.839,42.887,1.0,1.0,0.535,64.228
22.469,27.294,160.984,0.0,7.965,79.568,1.08,1.0,0.0,486.058
60.617,0.0,132.904,10.602,6.014,87.4,1.0,1.08,0.677,143.502
109.108,0.0,103.923,2.973,8.07,70.128,1.08,1.35,4.688,140.56
95.961,9.289,17.226,7.004,12.507,101.813,1.0,1.0,0.941,20.908
82.627,3.989,146.226,4.413,0.201,90.858,1.0,1.0,1.693,109.542
64.312,10.499,87.477,10.132,1.511,102.783,1.0,1.35,2.35,127.41
49.833,8.806,34.005,0.601,7.129,44.163,1.08,1.0,1.659,59.355
30.872,5.847,123.831,13.745,0.0,42.503,1.0,1.08,5.812,273.961
44.61,13.838,122.753,1.17,3.393,56.734,1.0,0.85,0.0,148.682
42.513,12.136,68.102,10.659,0.0,61.176,1.08,1.18,3.898,139.99
94.876,1.484,74.648,0.0,13.253,61.774,1.0,0.85,1.841,70.988
22.426,0.0,145.83,0.0,4.291,79.587,1.0,1.08,1.727,425.811
98.919,0.0,131.274,26.033,7.12,42.119,1.35,1.0,2.918,261.724
72.082,7.713,132.482,12.64,0.0,67.175,1.0,1.0,0.155,125.709
45.572,8.28,54.166,12.966,5.629,94.341,1.0,1.08,0.507,88.449
89.616,12.926,66.415,1.323,10.709,97.215,1.35,1.08,0.684,78.864
59.791,16.767,149.168,14.039,6.016,77.007,1.0,1.0,0.28,165.126
49.815,16.206,76.942,17.422,4.174,45.298,1.08,1.18,6.317,151.286
21.474,0.0,48.881,0.794,4.86,47.851,1.0,1.0,1.357,137.141
32.576,0.0,165.515,13.17,1.824,96.347,1.0,1.0,2.238,308.983
105.256,0.0,107.283,0.0,14.436,98.393,1.0,1.0,3.511,70.454
99.306,13.922,86.925,10.378,7.859,58.804,1.08,1.18,3.528,131.511
105.082,2.229,67.838,0.696,0.0,78.581,1.0,1.35,3.837,79.795
52.406,12.805,161.72,0.0,0.0,76.669,1.0,1.0,1.924,196.81
33.604,14.863,132.763,6.627,0.0,92.909,1.0,0.85,2.005,214.602
46.016,12.904,159.592,2.719,18.019,68.53,1.55,1.08,5.48,370.408
33.395,8.072,151.305,5.117,17.451,53.445,1.0,1.18,0.0,336.044
22.449,8.791,169.641,0.0,0.789,53.204,1.0,1.18,2.385,546.011
87.101,0.884,81.104,9.581,17.469,94.908,1.08,1.0,0.0,66.624
95.365,11.227,60.227,0.575,4.786,87.279,1.08,1.0,3.083,54.37
49.907,24.2,79.141,1.136,0.26,100.107,1.08,1.18,6.528,149.17
20.757,11.15,68.965,18.212,1.862,48.897,1.0,1.0,3.898,211.821
46.847,26.794,157.904,2.202,4.998,52.907,1.0,1.0,2.324,224.568
59.725,14.052,69.692,0.0,0.699,57.1,1.0,1.08,3.371,94.266
42.03,10.889,88.341,0.0,0.716,58.988,1.0,1.0,4.47,140.356
47.291,0.0,59.921,4.924,2.462,103.009,1.0,1.0,5.071,84.343
86.958,11.907,88.105,0.0,1.264,90.289,1.0,1.0,3.345,74.934
25.776,0.0,48.566,3.714,10.448,90.167,1.0,1.0,3.982,119.252
89.178,4.309,147.697,14.667,1.748,62.09,1.0,1.08,1.996,165.164
51.32,3.566,5.546,4.499,0.0,79.322,1.0,1.08,5.778,15.125
72.525,3.693,94.32,11.055,9.1,82.571,1.18,1.0,4.773,105.865
51.493,0.0,132.534,9.016,4.401,54.015,1.0,1.35,4.622,219.933
66.065,10.156,55.661,20.656,5.081,50.201,1.0,1.18,4.434,95.761
90.35,3.608,17.115,18.448,9.299,57.55,1.08,1.0,6.626,34.591
77.463,9.739,132.985,1.929,0.912,49.87,1.0,1.0,1.327,169.921
39.253,9.174,118.777,0.469,5.89,57.178,1.0,1.35,0.505,255.599
106.228,19.655,45.541,8.012,0.452,74.658,1.0,1.0,3.817,56.118
57.748,34.83,67.828,0.0,1.673,55.088,1.0,1.18,3.654,116.379
36.079,8.001,89.186,11.416,0.0,96.214,1.08,1.0,0.835,169.412
43.942,24.975,62.141,11.119,9.287,60.245,1.0,1.0,5.867,111.839
91.729,2.396,99.115,17.725,0.888,91.655,1.0,1.18,5.79,89.729
29.979,7.812,68.872,7.206,1.435,85.452,1.08,1.0,0.0,158.191
23.711,11.788,32.389,0.0,4.952,67.572,1.0,1.0,0.0,89.683
107.587,11.292,95.001,1.218,1.172,83.984,1.08,1.0,1.028,82.867
78.33,7.913,94.45,15.919,17.642,86.441,1.08,1.18,0.716,108.67
98.794,17.162,76.102,8.747,6.811,40.638,1.55,1.0,3.792,199.103
71.084,2.279,12.877,7.912,0.469,61.517,1.0,1.08,4.853,23.511
97.972,4.492,106.035,3.157,12.888,96.426,1.0,1.0,0.0,71.764
27.36,6.537,132.057,13.138,13.574,49.907,1.0,1.18,5.035,356.681
76.256,23.06,145.699,15.21,0.0,58.02,1.0,1.0,3.876,167.673
28.677,18.393,28.076,21.023,0.0,92.218,1.0,1.0,6.692,79.252
51.073,13.47,22.879,0.0,2.845,72.524,1.0,1.0,1.489,40.176
70.415,31.179,151.91,1.658,9.743,97.414,1.18,1.0,0.0,174.475
85.11,9.097,79.504,5.952,6.108,76.264,1.0,1.0,0.789,69.392
40.309,17.115,179.626,4.081,9.296,76.387,1.0,1.0,5.794,287.396
49.487,7.827,67.658,6.574,18.534,46.117,1.0,0.85,1.958,89.393
24.172,0.0,47.041,0.0,10.321,85.207,1.35,1.35,0.0,163.264
64.978,0.0,135.604,7.788,3.433,96.871,1.0,1.18,4.732,158.676
102.737,9.923,76.684,4.76,3.602,48.557,1.0,1.0,1.9,106.228
78.33,7.316,151.035,11.039,0.732,41.084,1.08,1.18,0.0,288.159
69.052,15.794,73.765,0.0,15.283,101.135,1.0,1.08,4.21,89.938
46.175,13.45,91.973,13.17,13.803,52.914,1.18,0.85,2.046,139.382
52.438,0.0,125.94,3.396,6.947,76.931,1.08,1.0,3.14,157.539
92.839,0.0,40.72,4.678,6.752,91.268,1.08,1.0,4.145,33.741
105.641,10.225,136.538,8.962,3.973,52.421,1.0,1.0,1.175,167.07
103.939,14.385,54.498,4.971,0.55,51.512,1.0,1.0,0.665,77.038
62.719,26.471,150.048,10.472,0.0,81.017,1.0,1.08,4.379,178.132
95.646,22.97,126.538,0.0,4.733,53.484,1.18,0.85,2.599,161.524
64.43,4.501,22.523,2.69,10.092,42.044,1.0,1.0,4.752,42.258
86.622,6.616,156.741,15.358,5.311,80.916,1.0,1.08,6.511,143.529
49.096,26.033,35.137,8.984,0.0,70.345,1.0,1.0,3.279,66.231
55.455,1.41,122.783,0.407,20.162,61.962,1.18,1.18,4.805,196.877
59.994,6.046,171.809,8.125,0.0,90.315,1.35,1.35,2.469,327.918
112.381,5.662,25.121,0.0,18.189,88.87,1.55,1.0,2.893,37.662
63.578,20.438,2.15,20.251,4.222,50.747,1.0,1.0,3.354,25.506
85.048,12.021,68.618,0.0,5.783,94.968,1.0,1.08,1.043,59.719
83.502,8.368,127.708,3.421,12.04,94.038,1.0,1.18,5.377,126.905
89.385,0.0,72.105,15.338,8.023,67.599,1.08,1.08,3.113,85.995
92.945,14.099,62.493,0.0,5.141,63.994,1.08,1.0,0.0,75.03
61.363,14.372,118.42,1.149,7.211,62.073,1.0,1.18,8.098,158.902
60.065,13.646,123.456,0.0,12.929,50.63,1.0,1.18,4.342,190.817
50.307,6.52,70.35,0.0,6.945,77.354,1.35,1.0,2.75,122.917
44.572,11.538,109.447,0.0,0.26,81.218,1.0,1.0,4.286,157.435
113.17,21.172,70.258,4.919,1.951,74.561,1.0,1.35,1.618,96.164
97.219,15.759,82.988,8.954,10.026,87.296,1.0,1.18,4.445,87.371
52.059,0.975,147.812,2.16,4.001,59.249,1.0,0.85,0.937,149.957
76.599,7.463,8.517,0.966,7.31,63.221,1.08,1.08,3.074,19.33
112.326,11.362,45.45,13.942,0.0,84.784,1.08,1.0,1.652,47.37
55.416,0.0,175.878,0.0,0.0,49.539,1.0,1.35,7.015,297.732
22.126,0.0,47.721,0.0,0.0,101.773,1.18,1.0,3.568,158.309
44.793,12.553,93.499,2.257,6.759,59.708,1.0,1.18,0.65,157.733
93.939,14.397,121.516,0.0,0.0,57.995,1.08,1.0,2.143,148.459
59.361,0.0,49.535,0.0,3.238,48.435,1.0,1.0,3.916,67.357
87.643,11.211,106.649,2.269,0.987,93.753,1.0,1.35,4.851,114.945
52.905,7.679,84.227,1.504,2.106,68.885,1.0,0.85,0.0,89.977
79.981,0.0,63.463,13.104,21.757,76.486,1.0,1.0,1.185,60.587
22.809,1.665,31.679,13.827,6.305,80.616,1.55,1.0,2.487,115.627
107.512,8.425,110.068,9.118,2.804,48.56,1.0,1.35,1.604,195.851
35.116,0.0,132.734,11.772,5.05,90.539,1.0,1.0,0.21,229.677
104.052,11.58,137.592,2.907,11.768,102.416,1.0,1.18,0.225,108.014
98.483,11.623,166.456,12.929,0.0,69.215,1.0,1.0,2.096,158.1
82.045,2.59,75.032,0.0,0.0,103.326,1.0,1.08,5.556,67.282
89.554,8.005,59.854,17.384,2.42,101.457,1.0,1.08,2.749,57.834
72.445,0.0,153.355,11.058,9.889,96.123,1.18,1.0,7.08,160.815
50.659,10.968,161.211,15.574,5.254,59.044,1.55,1.18,5.67,373.872
30.56,5.997,60.964,11.132,3.3,79.26,1.0,1.35,3.413,174.979
84.303,10.475,179.205,4.672,0.961,96.359,1.08,1.0,3.35,150.265
70.746,0.0,87.584,6.001,0.061,41.542,1.0,1.18,2.926,153.21
88.079,3.363,117.634,8.786,7.847,73.251,1.18,1.08,3.943,135.147
59.225,11.93,164.509,8.551,1.047,62.089,1.0,1.08,6.792,199.12
66.7,4.955,48.28,15.328,7.165,55.907,1.0,1.08,0.0,64.456
47.401,2.354,68.011,2.682,8.781,54.366,1.35,1.0,0.835,121.996
61.787,6.096,134.385,2.762,3.447,59.167,1.08,0.85,4.44,135.867
75.502,16.251,130.363,6.239,0.0,56.862,1.0,1.08,3.549,166.454
34.808,0.0,57.945,18.375,1.363,95.42,1.0,1.0,2.624,106.356
109.96,6.98,57.057,8.038,9.783,62.254,1.08,1.18,1.466,80.705
63.636,18.358,163.322,0.0,6.509,99.326,1.0,1.0,0.0,166.975
29.39,0.0,13.961,0.0,2.561,61.418,1.08,1.18,3.414,42.368
73.837,6.985,47.581,0.0,2.374,56.118,1.08,1.0,1.16,64.323
72.438,11.428,35.823,8.409,3.097,45.938,1.35,1.0,3.967,80.029
75.639,0.0,84.64,3.791,1.434,77.783,1.0,1.0,5.331,74.503
71.525,11.318,88.727,0.0,1.657,53.975,1.18,1.0,5.384,129.05
38.506,7.697,111.366,7.068,5.233,92.375,1.0,1.0,0.0,179.027
110.386,7.45,156.372,7.039,9.815,59.476,1.0,1.0,0.0,168.062
109.841,19.131,58.819,5.553,6.147,71.693,1.0,1.0,3.192,69.516
80.599,3.105,34.513,9.442,0.0,75.008,1.0,1.0,1.348,34.768
29.777,2.772,110.496,4.999,10.677,59.504,1.18,1.18,5.801,323.016
110.887,4.269,118.321,10.355,0.0,103.775,1.0,1.35,0.0,100.892
48.844,0.0,61.403,17.507,0.0,49.424,1.0,1.0,3.22,81.939
112.025,0.0,145.356,20.488,3.397,62.985,1.0,1.08,3.478,160.941
48.006,10.257,59.289,0.131,1.279,64.276,1.0,1.0,1.96,83.872
43.098,4.27,87.384,5.382,0.0,61.156,1.55,0.85,0.541,166.227
106.344,0.403,51.865,2.181,11.889,71.658,1.0,1.0,4.37,51.855
32.757,5.76,59.769,8.306,0.0,88.739,1.0,1.0,2.056,118.091
28.36,8.624,103.947,0.802,0.114,55.94,1.0,1.18,2.326,272.351
87.583,15.276,153.911,14.193,1.339,60.407,1.35,1.0,0.103,222.564
51.636,7.441,127.323,20.268,7.991,84.048,1.0,1.0,2.661,160.51
70.198,8.269,93.183,15.533,5.654,99.344,1.0,1.0,3.661,89.934
66.741,6.74,114.919,0.0,15.314,77.363,1.0,1.18,2.062,133.981
107.637,4.475,178.745,7.164,0.0,79.652,1.0,1.0,0.0,140.095
90.199,2.544,14.999,1.161,0.0,82.279,1.18,1.0,1.915,20.352
20.604,9.76,5.359,8.309,11.257,93.834,1.0,1.0,1.607,26.398
63.487,0.0,139.047,3.624,13.806,83.251,1.0,1.18,0.0,160.685
22.491,14.092,152.356,8.835,0.0,79.125,1.35,1.0,1.865,524.536
39.837,4.901,77.522,25.61,6.149,59.69,1.0,1.18,4.698,150.221
55.636,15.018,134.422,6.504,0.0,68.857,1.0,1.0,3.092,161.135
97.377,21.732,33.167,0.342,12.279,46.035,1.0,1.0,5.06,63.461
50.104,0.0,177.357,9.326,0.0,52.414,1.0,1.0,2.244,216.369
96.324,0.0,154.634,22.283,8.312,66.02,1.18,1.0,0.491,174.176
81.14,7.992,85.902,13.114,3.552,65.33,1.08,1.0,3.555,98.951
73.635,2.265,29.725,0.0,15.016,48.317,1.18,1.08,4.066,56.641
34.961,15.471,168.66,19.856,2.864,51.207,1.18,1.0,3.268,360.212
35.426,0.0,56.48,0.0,4.497,72.341,1.18,1.0,4.427,119.918
102.843,6.303,10.277,0.0,10.658,99.383,1.0,1.0,7.172,20.367
28.752,0.0,22.009,10.484,9.604,104.232,1.0,1.08,0.436,53.744
64.601,1.454,24.819,2.765,0.238,98.687,1.0,1.08,0.0,27.571
100.937,24.371,41.037,20.913,5.38,52.759,1.0,1.0,3.4,72.234
41.491,4.924,119.368,0.0,19.269,52.001,1.08,1.0,0.0,192.833
92.19,1.032,77.12,0.0,6.452,48.561,1.35,1.0,2.268,136.617
37.306,9.973,8.072,8.32,1.574,49.292,1.0,1.0,0.491,22.267
79.728,1.358,104.742,8.649,0.0,93.104,1.0,1.0,0.591,82.37
52.039,0.0,47.441,10.241,0.0,98.014,1.0,1.08,1.588,61.791
69.312,0.0,67.045,0.0,8.022,44.103,1.0,1.0,3.625,95.17
102.964,5.389,79.637,10.313,4.754,59.957,1.18,1.0,0.0,104.438
114.862,8.323,151.522,8.446,4.417,52.667,1.0,1.0,0.455,182.625
96.025,0.0,43.015,16.305,2.594,63.573,1.0,1.0,4.078,50.384
78.728,21.785,135.697,22.597,0.0,94.811,1.0,1.35,0.085,163.162
105.591,5.353,161.087,2.759,5.648,103.181,1.35,0.85,2.327,119.938
49.603,11.38,111.135,6.293,2.173,99.998,1.18,1.18,3.334,204.294
43.034,0.0,117.003,2.938,7.488,91.11,1.18,0.85,4.072,170.799
104.801,13.392,133.659,5.427,0.0,48.026,1.08,0.85,3.494,168.58
29.748,13.803,85.857,3.403,0.724,80.855,1.0,1.08,1.774,199.868
113.004,3.884,62.765,30.555,0.0,99.183,1.0,1.0,5.64,48.583
85.687,0.0,137.006,7.592,7.763,91.64,1.55,1.08,0.884,168.128
102.589,18.188,150.934,5.084,0.0,83.219,1.0,1.08,0.0,131.308
68.243,15.514,150.861,10.313,4.735,67.277,1.0,1.18,2.797,178.728
76.153,11.032,20.506,0.0,0.0,83.266,1.0,1.0,0.94,26.174
77.158,3.555,143.261,17.041,2.764,78.372,1.0,1.18,0.573,141.807
105.86,7.67,72.087,0.0,7.785,67.419,1.0,1.0,0.0,74.149
79.671,1.278,121.094,17.216,6.245,90.546,1.0,1.35,6.879,140.842
96.18,7.592,153.199,21.773,0.0,87.389,1.0,1.0,7.425,123.595
114.143,11.275,143.268,10.467,14.965,57.106,1.0,1.0,0.842,165.182
97.47,1.046,154.483,16.576,4.273,94.907,1.0,1.18,0.0,123.815
80.748,17.51,90.5,10.067,10.426,60.34,1.0,1.08,0.226,116.778
105.099,5.854,172.757,10.49,0.0,89.06,1.08,1.0,0.132,132.353
57.807,0.0,37.354,16.099,9.363,85.216,1.18,1.0,2.207,57.02
70.619,27.886,165.984,19.122,9.95,65.789,1.0,1.0,0.0,182.028
62.041,27.11,99.542,3.83,0.831,42.65,1.0,1.18,4.322,190.347
41.454,15.451,40.442,7.466,13.188,82.113,1.18,1.0,2.894,85.766
59.171,3.901,105.399,0.0,0.0,95.114,1.55,1.08,0.907,182.129
96.325,27.024,67.901,0.0,2.594,57.131,1.35,1.0,4.37,125.394
43.455,0.0,24.92,20.911,3.749,74.988,1.0,1.0,0.949,42.956
77.389,0.208,129.726,0.0,11.684,86.807,1.0,0.85,2.12,88.774
61.438,0.038,32.499,0.0,2.176,101.956,1.0,1.0,3.338,34.828
84.791,0.0,129.959,0.0,3.678,44.252,1.0,1.08,0.0,196.765
40.444,0.0,97.834,3.733,0.216,69.387,1.0,1.18,3.839,177.109
71.263,21.703,57.974,7.467,3.667,84.286,1.0,1.35,0.836,85.12
89.386,0.0,46.286,0.0,0.0,87.616,1.0,1.0,0.981,30.98
31.353,0.0,170.414,0.0,0.333,45.792,1.08,1.0,3.963,356.364
53.74,11.74,158.473,1.89,5.008,85.972,1.0,1.0,5.602,191.731
52.273,21.539,95.248,8.396,7.082,88.868,1.0,1.0,2.413,131.608
20.443,5.217,6.922,15.523,0.664,65.009,1.18,1.35,4.005,40.3
37.27,23.325,63.454,0.0,0.0,54.194,1.35,1.08,0.895,169.685
34.141,3.711,7.401,16.643,6.798,93.235,1.35,1.35,3.519,38.382
47.686,0.0,34.114,5.009,0.0,62.689,1.55,1.18,2.724,91.427
72.058,0.0,81.733,14.572,10.095,65.275,1.0,1.0,2.769,86.053
37.892,27.515,65.781,0.0,9.913,66.279,1.08,1.18,0.0,157.586
83.034,15.045,95.866,0.0,1.64,60.836,1.0,1.0,3.087,109.734
62.551,0.0,170.076,10.819,6.145,52.873,1.0,1.0,2.739,197.854
114.267,2.567,139.21,3.908,0.0,90.098,1.0,1.35,1.822,134.816
105.526,7.166,116.086,0.0,9.875,75.281,1.0,1.35,3.396,141.678
103.002,14.044,95.269,10.354,10.199,88.005,1.08,1.18,7.063,108.235
104.774,9.956,14.987,12.215,4.324,86.307,1.35,1.0,2.199,27.115
20.45,0.0,146.828,18.283,0.0,55.625,1.55,1.18,0.0,500.662
24.252,0.0,45.819,0.0,0.0,49.209,1.18,1.08,3.913,151.39
89.98,27.719,124.87,0.0,8.126,57.72,1.0,1.18,3.717,177.238
77.012,4.366,72.393,0.0,2.784,80.725,1.08,1.0,1.165,67.923
37.419,1.325,169.944,6.506,14.061,61.28,1.35,1.0,0.746,375.9
74.16,17.176,23.253,0.0,12.262,47.052,1.0,1.0,1.639,47.693
30.388,7.686,150.291,12.428,14.324,54.862,1.18,1.0,0.731,361.487
33.562,23.601,9.307,1.47,6.543,78.805,1.0,1.0,3.902,39.854
110.289,5.099,64.321,10.509,13.214,99.92,1.0,1.0,2.293,49.813
37.477,0.0,119.126,13.071,9.085,52.632,1.0,1.0,3.198,201.155
25.388,28.225,74.967,0.0,3.22,84.51,1.0,1.35,2.01,264.972
29.86,0.0,69.856,1.37,5.355,55.188,1.0,1.08,1.477,154.567
81.642,6.474,168.824,2.998,1.141,99.203,1.0,1.0,2.46,128.996
78.198,0.0,177.86,12.011,9.254,62.435,1.0,1.0,4.738,179.135
111.9,3.303,158.985,5.888,5.91,104.944,1.18,1.0,0.0,113.831
71.442,13.006,73.597,0.701,10.86,54.754,1.0,1.08,1.758,99.263
54.538,11.424,73.001,6.093,0.983,61.191,1.0,1.0,4.026,96.861
82.636,0.0,162.263,2.945,0.0,80.227,1.0,1.0,4.224,128.137
48.53,17.169,139.875,5.156,3.641,94.138,1.0,1.0,3.698,191.512
69.163,4.594,80.851,0.0,2.611,51.72,1.08,1.0,0.976,107.549
94.277,16.416,75.21,0.0,7.368,52.858,1.0,1.35,0.783,135.797
78.171,0.134,157.913,0.0,5.68,87.796,1.18,0.85,2.499,127.607
105.671,1.07,28.807,10.532,16.191,53.195,1.0,1.18,0.0,44.455
65.133,18.322,53.574,13.119,7.798,85.734,1.0,1.0,1.763,66.872
72.471,4.028,177.028,0.626,0.0,70.522,1.55,1.08,4.023,265.13
91.789,3.56,69.809,10.362,14.087,48.814,1.18,1.35,3.27,150.772
104.929,4.779,170.496,0.0,0.0,103.069,1.55,1.18,3.755,194.412
48.51,25.676,28.609,6.368,0.0,65.585,1.0,1.08,0.0,58.252
77.267,6.682,4.84,13.446,1.054,91.956,1.0,1.18,3.316,17.931
69.441,10.713,89.15,5.541,5.361,99.535,1.0,1.0,4.378,93.77
92.178,12.187,16.283,2.984,3.995,69.776,1.55,1.08,2.538,39.898
56.164,22.55,69.643,9.677,3.222,98.795,1.18,1.18,0.8,125.451
52.502,0.0,130.003,0.0,2.753,101.289,1.0,1.18,3.488,180.654
83.291,21.798,92.565,16.552,5.988,60.71,1.0,1.0,1.518,113.956
93.993,22.809,3.717,21.459,5.918,96.14,1.18,1.08,4.295,32.072
102.778,9.065,157.465,3.313,11.746,69.95,1.0,1.08,4.961,161.588
110.382,10.141,142.904,7.272,6.911,40.25,1.0,1.0,0.041,222.417
38.743,11.223,109.771,13.07,0.0,104.215,1.0,1.0,0.0,181.1
38.783,8.247,98.476,19.232,3.412,49.353,1.08,0.85,3.096,154.794
114.238,0.0,115.083,1.052,0.085,50.558,1.0,1.18,2.605,165.391
82.21,0.0,46.797,7.079,2.807,102.929,1.0,1.0,2.172,35.729
97.682,7.672,138.069,5.785,4.907,45.197,1.0,1.18,1.735,225.221
84.429,19.559,48.714,11.68,0.0,44.282,1.08,1.0,0.0,87.253
